cluster,entity_type,primary_keyword_he,english_meaning,transliteration,variants,intent,geography,volume,volume_source_date,trend,CPC,KD,SERP_features,current_hea_lth_url,current_rank,competitor_urls,business_value_1_5,medical_risk,proposed_url,url_state,decision,monetization_route,notes
"Hair, skin and laser",medical-travel,השתלת שיער בטורקיה,hair transplant in Turkey,hashtalat se'ar be-Turkiya,השתלת שיער טורקיה מחיר,Medical travel + price + provider discovery,Turkey for Israeli consumers,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/medical-travel/hair-transplant-turkey/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Paid concierge/coordination only with vetted partners and full disclosure,"Required priority query; cross-border verification, follow-up, complications and dispute handling are launch gates."
"Hair, skin and laser",location,השתלת שיער בישראל,hair transplant in Israel,hashtalat se'ar be-Yisrael,קליניקות להשתלת שיער בישראל,Local/national provider discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/hair-transplant-consultation/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/hair-transplant-consultation/,existing-linked-not-fetched,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Verified clinic/provider discovery,"Compare Israel and overseas only with evidence, not promotional claims."
"Hair, skin and laser",method,השתלת שיער FUE,FUE hair transplant,hashtalat se'ar FUE,שיטת FUE; fue השתלת שיער,Treatment method education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/hair-transplant-consultation/,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/hair-transplant-consultation/,existing-linked-not-fetched,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Provider discovery after method education,Method section/canonical overlap candidate.
"Hair, skin and laser",method,השתלת שיער DHI,DHI hair transplant,hashtalat se'ar DHI,שיטת DHI; dhi השתלת שיער,Treatment method education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/hair-transplant-consultation/,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/hair-transplant-consultation/,existing-linked-not-fetched,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Provider discovery after method education,Method section/canonical overlap candidate.
"Hair, skin and laser",symptom,נשירת שיער,hair loss,neshirat se'ar,דלילות שיער; התקרחות,Symptom and condition education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M2,/hair-loss/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Provider discovery only after causes/red flags; eligible products separately governed,Foundational condition/symptom hub; no automated diagnosis.
"Hair, skin and laser",treatment,טיפול בנשירת שיער,hair-loss treatment,tipul be-neshirat se'ar,טיפולים להתקרחות,Treatment education and alternatives,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/hair-loss/treatments/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Provider discovery; eligible product navigation,Must compare evidence and risks; do not recommend patient-specific treatment.
"Hair, skin and laser",procedure,PRP לשיער,PRP for hair,PRP la-se'ar,פלזמה עשירה בטסיות לשיער,Treatment/procedure education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/prp-hair-treatment/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Provider discovery; consultation request,Evidence and regulatory/claims review required.
"Hair, skin and laser",drug,מינוקסידיל,minoxidil,minoksidil,Minoxidil; מינוקסי,Drug/active ingredient education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/medicines/minoxidil/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Licensed pharmacy navigation only after legal model; no automated advice,"Drug page requires official leaflet/status, safety and professional-guidance routing."
"Hair, skin and laser",provider,רופא עור פרטי,private dermatologist,rofe or prati,דרמטולוג פרטי,Provider discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/doctor-clinic-index/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/doctor-clinic-index/,existing-public,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Verified specialist discovery; appointment request,Specialty/license verification and availability data required.
"Hair, skin and laser",price,רופא עור פרטי מחיר,private dermatologist price,rofe or prati mekhir,מחיר ביקור רופא עור פרטי,Price + provider discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/doctor-clinic-index/,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/doctor-clinic-index/,existing-public,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Verified provider discovery; price observation,Do not state coverage or price without source/date/service scope.
"Hair, skin and laser",procedure,הסרת שיער בלייזר,laser hair removal,hasarat se'ar be-lazer,לייזר להסרת שיער,Treatment/procedure education + provider discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/laser-hair-removal-private/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/laser-hair-removal-private/,existing-public,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Verified clinic discovery; consultation request,Required priority query; current page public.
"Hair, skin and laser",price,הסרת שיער בלייזר מחיר,laser hair removal price,hasarat se'ar be-lazer mekhir,מחיר לייזר להסרת שיער,"Price, cost and packages",Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/laser-hair-removal-private/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/laser-hair-removal-private/,existing-public,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Clinic discovery; transparent package comparison,"Required priority query; body area, sessions, technology, operator and package terms must be explicit."
"Hair, skin and laser",segment,הסרת שיער בלייזר לגברים,laser hair removal for men,hasarat se'ar be-lazer le-gvarim,לייזר לגברים,Treatment/procedure education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/laser-hair-removal-private/,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/laser-hair-removal-private/,existing-public,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Verified clinic discovery,Likely section/filter unless distinct SERP/page value is proven.
"Hair, skin and laser",location,הסרת שיער בלייזר תל אביב,laser hair removal Tel Aviv,hasarat se'ar be-lazer Tel Aviv,לייזר תל אביב,Local/city provider discovery,"Tel Aviv, Israel",DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/laser-hair-removal/tel-aviv/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified local clinic discovery,Requires meaningful local supply and unique pricing/availability data.
"Hair, skin and laser",condition,טיפול באקנה,acne treatment,tipul be-akne,טיפול בפצעי בגרות,Condition and treatment education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/acne-treatment/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Dermatologist discovery; eligible product navigation,"Evidence-based options, red flags and medication boundaries required."
"Hair, skin and laser",condition,צלקות אקנה,acne scars,tsalakot akne,טיפול בצלקות אקנה,Condition and treatment education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/acne-scars/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Dermatologist/aesthetics provider discovery,Different scar types and procedures; no automated suitability.
"Hair, skin and laser",procedure,טיפול בלייזר לפנים,facial laser treatment,tipul be-lazer la-panim,לייזר לפנים; טיפולי לייזר לעור,Treatment/procedure education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/facial-laser-treatments/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified clinic/provider discovery,"Device type, indication, operator and evidence must be structured."
"Hair, skin and laser",hub,הצערת העור,skin rejuvenation,hatsa'arat ha-or,חידוש עור הפנים; אנטי אייג'ינג לעור,Treatment options and alternatives,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/skin-rejuvenation/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Provider discovery; product routes only when eligible,Avoid vague anti-aging claims; anchor to defined user tasks and evidence.
Private specialist care and second opinions,service,רופא פרטי,private doctor,rofe prati,רופא פרטי מומלץ; רופא מומחה פרטי,Provider discovery + booking,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/private-doctor-appointment/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/private-doctor-appointment/,existing-linked-not-fetched,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Verified provider discovery; request-based appointment,Required priority query; existing linked page requires crawl.
Private specialist care and second opinions,provider,רופא מומחה פרטי,private specialist doctor,rofe mumkhe prati,מומחה פרטי; תור למומחה פרטי,Provider discovery + booking,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/private-doctor-appointment/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/private-doctor-appointment/,existing-linked-not-fetched,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Verified specialist discovery; request-based appointment,Required priority query; specialty/location child pages need supply thresholds.
Private specialist care and second opinions,price,רופא פרטי מחיר,private doctor price,rofe prati mekhir,מחיר ביקור רופא פרטי; עלות ייעוץ פרטי,Price + provider discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/private-doctor-appointment/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/private-doctor-appointment/,existing-linked-not-fetched,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Provider discovery; price observation,"Appointment type, specialty, duration and payer route must be explicit."
Private specialist care and second opinions,location,רופא פרטי תל אביב,private doctor Tel Aviv,rofe prati Tel Aviv,רופא מומחה פרטי תל אביב,Local provider discovery,"Tel Aviv, Israel",DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/doctors/tel-aviv/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified local provider discovery,Create only with meaningful supply and unique local data.
Private specialist care and second opinions,location,רופא פרטי ירושלים,private doctor Jerusalem,rofe prati Yerushalayim,רופא מומחה פרטי ירושלים,Local provider discovery,"Jerusalem, Israel",DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/doctors/jerusalem/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified local provider discovery,Create only with meaningful supply and unique local data.
Private specialist care and second opinions,booking,תור לרופא פרטי,private doctor appointment,tor le-rofe prati,קביעת תור לרופא פרטי,Booking and availability,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/private-doctor-appointment/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/private-doctor-appointment/,existing-linked-not-fetched,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Request-based appointment; first-booking fee only after contractual/legal validation,Do not claim real-time availability unless integrated and monitored.
Private specialist care and second opinions,service,חוות דעת רפואית שנייה,second medical opinion,khavat da'at refuit shniya,ייעוץ רפואי נוסף; second opinion,Treatment decision support + provider discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/medical-second-opinion/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/medical-second-opinion/,existing-linked-not-fetched,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Verified specialist discovery; paid concierge/coordination,"Required priority query; scope, records, urgency, cross-border and response-time controls required."
Private specialist care and second opinions,price,חוות דעת רפואית שנייה מחיר,second medical opinion price,khavat da'at refuit shniya mekhir,מחיר חוות דעת שנייה,Price + provider discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/medical-second-opinion/,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/medical-second-opinion/,existing-linked-not-fetched,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Consultation/concierge; transparent price observation,"No guarantee of agreement, diagnosis or outcome."
Private specialist care and second opinions,provider,רופא מומחה לחוות דעת שנייה,specialist for a second opinion,rofe mumkhe le-khavat da'at shniya,מומחה לחוות דעת נוספת,Provider discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/medical-second-opinion/,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/medical-second-opinion/,existing-linked-not-fetched,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Verified specialist discovery,Specialty and case-type routing require manual/controlled operations.
Private specialist care and second opinions,service,ייעוץ רפואי פרטי,private medical consultation,yi'uts refui prati,ייעוץ עם רופא פרטי,Provider discovery + booking,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/private-doctor-appointment/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/private-doctor-appointment/,existing-linked-not-fetched,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Verified provider discovery; appointment request,Broad-intent overlap with רופא פרטי.
Private specialist care and second opinions,telemedicine,רופא אונליין פרטי,private online doctor,rofe online prati,ייעוץ רופא אונליין,Remote care discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M4,/private-online-doctor/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Licensed provider booking only; no AI diagnosis,"Jurisdiction, identity, consent, prescribing, emergency and documentation controls required."
Private specialist care and second opinions,home-care,רופא עד הבית,doctor home visit,rofe ad ha-bayit,ביקור רופא פרטי בבית,Provider discovery + booking,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/doctor-home-visit/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified provider discovery; request booking,"Geographic capacity, urgency boundaries and response-time claims require operations."
Private specialist care and second opinions,payer,החזר ביטוח על רופא פרטי,insurance reimbursement for private doctor,hekhezr bituakh al rofe prati,החזר על ייעוץ פרטי,Insurance and reimbursement navigation,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/health-insurance-refund/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/health-insurance-refund/,existing-linked-not-fetched,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Neutral payer navigation; concierge only with disclosure,Existing linked page; never guarantee reimbursement.
Private specialist care and second opinions,payer,החזר שב״ן על ייעוץ פרטי,SHABAN reimbursement for private consultation,hekhezr shaban al yi'uts prati,החזר קופת חולים על רופא פרטי,Insurance and reimbursement navigation,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/health-insurance-refund/,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/health-insurance-refund/,existing-linked-not-fetched,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Neutral payer navigation,"Plan, eligibility, referral, provider and date-specific evidence required."
Private specialist care and second opinions,directory,אינדקס רופאים,doctor directory,indeks rof'im,מאגר רופאים; חיפוש רופא,Provider discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/doctor-clinic-index/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/doctor-clinic-index/,existing-public,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Verified provider discovery; labeled sponsorship,Current developing index; inventory and verification status are launch gates.
"Imaging, diagnostics, prevention and longevity",test,MRI פרטי,private MRI,MRI prati,אם אר איי פרטי; בדיקת MRI פרטית,Test/diagnosis education + booking,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/mri-ct-appointment/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/mri-ct-appointment/,existing-public,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Verified imaging-center discovery; request booking,Required priority query; referral and clinical-appropriateness boundaries.
"Imaging, diagnostics, prevention and longevity",price,MRI פרטי מחיר,private MRI price,MRI prati mekhir,מחיר MRI פרטי; עלות MRI,Price + booking,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/mri-ct-appointment/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/mri-ct-appointment/,existing-public,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Imaging-center discovery; price observation,"Body area, contrast, radiologist report, referral and turnaround must be explicit."
"Imaging, diagnostics, prevention and longevity",booking,תור MRI פרטי,private MRI appointment,tor MRI prati,קביעת MRI פרטי,Booking and availability,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/mri-ct-appointment/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/mri-ct-appointment/,existing-public,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Request-based booking; concierge,Do not claim slots without current integration/capacity.
"Imaging, diagnostics, prevention and longevity",test,CT פרטי,private CT,CT prati,סי טי פרטי; בדיקת CT פרטית,Test/diagnosis education + booking,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/mri-ct-appointment/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/mri-ct-appointment/,existing-public,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Verified imaging-center discovery; request booking,Radiation/contrast/referral and urgent red flags need medical review.
"Imaging, diagnostics, prevention and longevity",price,CT פרטי מחיר,private CT price,CT prati mekhir,מחיר CT פרטי,Price + booking,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/mri-ct-appointment/,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/mri-ct-appointment/,existing-public,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Imaging-center discovery; price observation,Methodology/inclusions required.
"Imaging, diagnostics, prevention and longevity",test,אולטרסאונד פרטי,private ultrasound,ultrasaund prati,בדיקת אולטרסאונד פרטית,Test education + booking,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/private-ultrasound/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified imaging-center discovery; request booking,Different exam types should be entities and may need separate pages.
