cluster,primary_keyword,secondary_keywords,intent,serp_page_type,target_url,url_state,decision,monetization_route,medical_review_level,serp_research_status,semrush_status,notes
"Imaging, diagnostics, prevention and longevity",PET CT פרטי,NONE IN WAVE 0 SEED,Test education + booking,Test/diagnostic education + service discovery,/private-pet-ct/,new,hold,Verified center discovery; coordination,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Imaging, diagnostics, prevention and longevity",בדיקות סקר מנהלים,בדיקות סקר מנהלים מחיר; רפואה מונעת פרטית,Premium screening research + booking; Prevention education + service discovery; Price + package comparison,Price/cost guide,/premium-health-services/,existing,keep-improve,Package comparison; concierge; Premium package comparison; concierge after evidence review; Verified clinic/package discovery; membership/concierge after validation,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","3 seed queries are provisionally consolidated on this URL. Manual review required for price, risk, recovery, provider and broad-treatment intent separation. Preservation-first: no slug/canonical/redirect change before crawl, GSC, backlinks and content-equivalence review. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Imaging, diagnostics, prevention and longevity",בדיקות דם פרטיות,NONE IN WAVE 0 SEED,Test/service discovery,Test/diagnostic education + service discovery,/private-lab-tests/,new,hold,Licensed lab discovery; booking,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Imaging, diagnostics, prevention and longevity",בדיקות גנטיות פרטיות,NONE IN WAVE 0 SEED,Test education + service discovery,Test/diagnostic education + service discovery,/private-genetic-testing/,new,hold,Licensed provider/lab discovery only,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Imaging, diagnostics, prevention and longevity",בדיקת סקר לגילוי מוקדם,NONE IN WAVE 0 SEED,Screening education,Authority hub / decision guide,/screening-and-early-detection/,new,hold,Neutral service discovery after evidence explanation,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Imaging, diagnostics, prevention and longevity",רפואת אריכות ימים,longevity,Innovation/education + premium service discovery,Authority hub / decision guide,/longevity-medicine/,new,hold,Verified clinic/package discovery; Verified clinic/package discovery; membership only after validation,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. 2 seed queries are provisionally consolidated on this URL. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Imaging, diagnostics, prevention and longevity",longevity clinic israel,מרפאת אריכות ימים,Provider/clinic discovery,Provider/clinic listing or discovery page,/longevity-clinics/,new,hold,Verified clinic discovery,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. 2 seed queries are provisionally consolidated on this URL. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Imaging, diagnostics, prevention and longevity",בדיקת גיל ביולוגי,NONE IN WAVE 0 SEED,Test/innovation education,Test/diagnostic education + service discovery,/biological-age-tests/,new,hold,No direct recommendation; verified service discovery after evidence review,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Imaging, diagnostics, prevention and longevity",בדיקות ביומרקרים,NONE IN WAVE 0 SEED,Test/biomarker education,Test/diagnostic education + service discovery,/biomarkers/,new,hold,Licensed lab/service discovery,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Imaging, diagnostics, prevention and longevity",בדיקת גוף מלאה,NONE IN WAVE 0 SEED,Premium screening research,Authority hub / decision guide,/full-body-screening/,new,hold,No launch as a package page until evidence/regulation/supply review,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Premium dental care,השתלת שיניים,השתלת שיניים מחיר; שתלים דנטליים,"Device/treatment comparison; Price, cost and financing; Treatment/procedure education + provider discovery",Integrated decision + price guide,/dental-implants/,new,hold,Consultation; transparent price observation; financing after review; Provider discovery; no product selection advice; Verified dentist/clinic discovery; consultation request,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. 3 seed queries are provisionally consolidated on this URL. Manual review required for price, risk, recovery, provider and broad-treatment intent separation. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Premium dental care,השתלת שיניים ביום אחד,NONE IN WAVE 0 SEED,Treatment/procedure education,Medical education / treatment decision page,/same-day-dental-implants/,new,hold,Verified clinic discovery; consultation,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Premium dental care,יישור שיניים שקוף,יישור שיניים שקוף מחיר,"Price, cost and financing; Treatment/procedure education + provider discovery",Integrated decision + price guide,/clear-aligners/,new,hold,Consultation; transparent package comparison; Verified orthodontist/dentist discovery; consultation,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. 2 seed queries are provisionally consolidated on this URL. Manual review required for price, risk, recovery, provider and broad-treatment intent separation. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Premium dental care,אינויזליין,NONE IN WAVE 0 SEED,Brand/treatment research,Medical education / treatment decision page,/clear-aligners/invisalign/,new,hold,Verified provider discovery; consultation,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Premium dental care,רופא שיניים פרטי,רופא שיניים מומלץ,Provider discovery; Provider/review discovery,Provider/clinic listing or discovery page,/dentists/,new,hold,Verified dentist/clinic discovery; booking; Verified provider discovery; transparent ranking/review policy,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. 2 seed queries are provisionally consolidated on this URL. Manual review required for price, risk, recovery, provider and broad-treatment intent separation. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Premium dental care,טיפול שורש מחיר,NONE IN WAVE 0 SEED,Price + treatment education,Price/cost guide,/root-canal-treatment/,new,hold,Verified dentist discovery; price observation,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Premium dental care,הלבנת שיניים,NONE IN WAVE 0 SEED,Treatment/product education,Medical education / treatment decision page,/teeth-whitening/,new,hold,Verified dentist discovery; eligible products separately governed,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Premium dental care,ציפוי חרסינה לשיניים,NONE IN WAVE 0 SEED,Treatment/procedure education,Medical education / treatment decision page,/dental-veneers/,new,hold,Verified dentist discovery; consultation,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Premium dental care,שיקום הפה,NONE IN WAVE 0 SEED,Treatment hub + specialist discovery,Authority hub / decision guide,/oral-rehabilitation/,new,hold,Verified specialist/clinic discovery,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Premium dental care,כתר זירקוניה,NONE IN WAVE 0 SEED,Treatment/material education,Medical education / treatment decision page,/zirconia-crowns/,new,hold,Verified dentist discovery,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Premium dental care,מרפאת שיניים פרטית,NONE IN WAVE 0 SEED,Clinic discovery,Provider/clinic listing or discovery page,/dental-clinics/,new,hold,Verified clinic discovery; booking,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Fertility and reproductive medicine,טיפולי פוריות פרטיים,NONE IN WAVE 0 SEED,Treatment/service discovery,Authority hub / decision guide,/private-fertility-treatment/,new,hold,Verified fertility-clinic/specialist discovery; concierge,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Fertility and reproductive medicine,IVF פרטי,IVF פרטי מחיר,"Price, cost and financing; Treatment/service discovery",Integrated decision + price guide,/private-ivf/,new,hold,Transparent package observation; financing only after legal review; Verified clinic discovery; coordination,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. 2 seed queries are provisionally consolidated on this URL. Manual review required for price, risk, recovery, provider and broad-treatment intent separation. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Fertility and reproductive medicine,רופא פוריות פרטי,NONE IN WAVE 0 SEED,Provider discovery,Provider/clinic listing or discovery page,/fertility-specialists/,new,hold,Verified specialist discovery; consultation,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Fertility and reproductive medicine,הקפאת ביציות,הקפאת ביציות מחיר,"Price, cost and financing; Treatment education + service discovery",Integrated decision + price guide,/egg-freezing/,new,hold,Transparent package observation; Verified clinic discovery; consultation,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. 2 seed queries are provisionally consolidated on this URL. Manual review required for price, risk, recovery, provider and broad-treatment intent separation. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Fertility and reproductive medicine,תרומת ביצית,NONE IN WAVE 0 SEED,Treatment/legal pathway education,Medical education / treatment decision page,/egg-donation/,new,hold,Licensed clinic/coordination only,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Fertility and reproductive medicine,בדיקת פוריות,NONE IN WAVE 0 SEED,Test/diagnosis education,Test/diagnostic education + service discovery,/fertility-testing/,new,hold,Verified provider/lab discovery,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Fertility and reproductive medicine,פונדקאות,NONE IN WAVE 0 SEED,Legal/medical pathway education,Service decision/coordination page,/surrogacy/,new,hold,Specialist legal/medical coordination only after exact model,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Fertility and reproductive medicine,שימור פוריות,NONE IN WAVE 0 SEED,Treatment/service education,Authority hub / decision guide,/fertility-preservation/,new,hold,Verified specialist/clinic discovery,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",אורתופד פרטי,אורתופד מומחה פרטי,Provider discovery,Provider/clinic listing or discovery page,/orthopedists/,new,hold,Verified specialist discovery; booking,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. 2 seed queries are provisionally consolidated on this URL. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",החלפת ברך פרטית,NONE IN WAVE 0 SEED,Treatment/procedure education + provider discovery,Medical education / treatment decision page,/private-knee-replacement/,new,hold,Verified surgeon/hospital discovery; concierge,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",החלפת מפרק ירך פרטית,NONE IN WAVE 0 SEED,Treatment/procedure education + provider discovery,Medical education / treatment decision page,/private-hip-replacement/,new,hold,Verified surgeon/hospital discovery; concierge,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",ניתוח כתף פרטי,NONE IN WAVE 0 SEED,Treatment/procedure education + provider discovery,Medical education / treatment decision page,/private-shoulder-surgery/,new,hold,Verified surgeon/hospital discovery,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",פיזיותרפיה פרטית,NONE IN WAVE 0 SEED,Provider discovery + booking,Service decision/coordination page,/physiotherapy/,new,hold,Verified therapist/clinic discovery; booking,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",שיקום אחרי ניתוח,NONE IN WAVE 0 SEED,Recovery and service discovery,Medical education / treatment decision page,/post-surgery-rehabilitation/,new,hold,Verified rehabilitation provider discovery,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",טיפול בכאב פרטי,NONE IN WAVE 0 SEED,Treatment/service discovery,Provider/clinic listing or discovery page,/private-pain-treatment/,new,hold,Verified pain specialist/clinic discovery,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",מרפאת כאב פרטית,NONE IN WAVE 0 SEED,Clinic discovery,Provider/clinic listing or discovery page,/pain-clinics/,new,hold,Verified clinic discovery,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",מדרסים בהתאמה אישית,NONE IN WAVE 0 SEED,Product/service comparison,Product/category/supplier page or B2B quote landing page,/custom-orthotics/,new,hold,Verified provider/product discovery; eligible commerce only,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",רפואת ספורט פרטית,NONE IN WAVE 0 SEED,Provider/service discovery,Authority hub / decision guide,/sports-medicine/,new,hold,Verified provider discovery,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Vision and hearing,ניתוח לייזר בעיניים,ניתוח לייזר בעיניים מחיר; ניתוח להסרת משקפיים,"Price, cost and financing; Treatment/procedure education; Treatment/procedure education + provider discovery",Integrated decision + price guide,/laser-eye-surgery/,new,hold,Consultation; transparent package observation; Verified clinic discovery; Verified ophthalmologist/clinic discovery; consultation,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. 3 seed queries are provisionally consolidated on this URL. Manual review required for price, risk, recovery, provider and broad-treatment intent separation. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Vision and hearing,קטרקט פרטי,ניתוח קטרקט פרטי מחיר,Price + provider discovery; Treatment/procedure education + provider discovery,Integrated decision + price guide,/private-cataract-surgery/,new,hold,Consultation; price observation; Verified ophthalmologist/hospital discovery,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. 2 seed queries are provisionally consolidated on this URL. Manual review required for price, risk, recovery, provider and broad-treatment intent separation. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Vision and hearing,רופא עיניים פרטי,NONE IN WAVE 0 SEED,Provider discovery,Provider/clinic listing or discovery page,/ophthalmologists/,new,hold,Verified specialist discovery; booking,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Vision and hearing,בדיקת שמיעה פרטית,NONE IN WAVE 0 SEED,Test/service discovery,Test/diagnostic education + service discovery,/private-hearing-test/,new,hold,Verified clinic/provider discovery,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Vision and hearing,מכשירי שמיעה,מכשירי שמיעה מחיר,Device/product research; Price/product comparison,Integrated decision + price guide,/hearing-aids/,new,hold,Product/provider comparison; quote; Verified provider/product comparison; eligible commerce/quote after regulation review,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. 2 seed queries are provisionally consolidated on this URL. Manual review required for price, risk, recovery, provider and broad-treatment intent separation. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
